path,split,style,macro,tags_clean,pic_name,user_name
D:\leo\dataset_teste\robisto\chictopia\chandler_heaney142\293677.jpg,train,rocker,EXPRESSIVE,"silver,bodycon backless high neck,missguided dress,black,fringed leather jacket,missguided jacket,bl",293677.jpg,chandler_heaney142
D:\leo\dataset_teste\robisto\chictopia\Charlotte_Clothier\10530.jpg,train,romantic,CHIC_ROMANTIC,"light blue,vintage floral night gown,9crowstreet dress,tan,straw hat,vintage hat,brown,vintage brown",10530.jpg,Charlotte_Clothier
D:\leo\dataset_teste\robisto\chictopia\fashioninmysoul\87286.jpg,train,chic,CHIC_ROMANTIC,"heather gray,mohair,romwe sweater,",87286.jpg,fashioninmysoul
D:\leo\dataset_teste\robisto\chictopia\gogosushi\64445.jpg,train,romantic,CHIC_ROMANTIC,"beige,trench,valleygirl coat,white,double collar,ebay blouse,pink,lala organza skirt,sretsis skirt,b",64445.jpg,gogosushi
D:\leo\dataset_teste\robisto\chictopia\maryiangge\2534.jpg,train,comfortable,CASUAL_BASICO,"blue,long tshirt,batik co dress,light brown,fossil watch,navy,havianas sandals,",2534.jpg,maryiangge
D:\leo\dataset_teste\robisto\chictopia\thelanguagerebels\292758.jpg,train,comfortable,CASUAL_BASICO,"forever 21 coat,guess? jeans,",292758.jpg,thelanguagerebels
D:\leo\dataset_teste\robisto\chictopia\Berlin\48254.jpg,train,classic,CASUAL_BASICO,"blue,made by me scarf,black,studded,balzar purse,black,new yorker heels,gray,only cardigan,blue,high",48254.jpg,Berlin
D:\leo\dataset_teste\robisto\chictopia\camren103\161436.jpg,train,trendy,TRENDY_ECLECTIC,"black,lookbookstore coat,navy,oasis jeans,silver,asos blazer,black,vj-style bag,periwinkle,triwa wat",161436.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\aling8\98803.jpg,train,romantic,CHIC_ROMANTIC,"asos dress,oasap wedges,",98803.jpg,aling8
D:\leo\dataset_teste\robisto\chictopia\RDPepa\241058.jpg,train,comfortable,CASUAL_BASICO,"moa hat,bershka sweater,pieces bag,",241058.jpg,RDPepa
D:\leo\dataset_teste\robisto\chictopia\nobz\42515.jpg,train,urban,TRENDY_ECLECTIC,"gap jeans,forever 21 shirt,",42515.jpg,nobz
D:\leo\dataset_teste\robisto\chictopia\arden\108747.jpg,train,rocker,EXPRESSIVE,"black,ripped fishnet skinnies,jeans,orange,bodysuit,intimate,black,kiss,shirt,black boots,",108747.jpg,arden
D:\leo\dataset_teste\robisto\chictopia\AdelaMissPink\135902.jpg,train,romantic,CHIC_ROMANTIC,"valentino flats,",135902.jpg,AdelaMissPink
D:\leo\dataset_teste\robisto\chictopia\DevoreLeBeauMonstre\12290.jpg,train,classic,CASUAL_BASICO,"black,gifted,shoemint boots,ivory,gifted,ax dress,navy,gifted,minimarket coat,",12290.jpg,DevoreLeBeauMonstre
D:\leo\dataset_teste\robisto\chictopia\culvin\23806.jpg,train,urban,TRENDY_ECLECTIC,"black,doc martens boots,black,h&m jacket,black,h&m pants,navy,swatch watch,carrot orange,multicolour",23806.jpg,culvin
D:\leo\dataset_teste\robisto\chictopia\Adnhui\98085.jpg,train,classic,CASUAL_BASICO,"ivory,sheer shift,joie dress,carrot orange,orange leather woven,cole haan bag,light pink,oversized n",98085.jpg,Adnhui
D:\leo\dataset_teste\robisto\chictopia\amelie240\23341.jpg,train,eclectic,TRENDY_ECLECTIC,"dark brown,h&m shorts,ruby red,vintage cardigan,",23341.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\Fashionwrites\141326.jpg,train,rocker,EXPRESSIVE,"blue,h&m shirt,white,zara shirt,black,vintage shorts,black,alice + olivia boots,",141326.jpg,Fashionwrites
D:\leo\dataset_teste\robisto\chictopia\jewe1s\277900.jpg,train,classic,CASUAL_BASICO,"navy,h&m jeans,hot pink,h&m sweater,cream,bcbg bag,light pink,h&m necklace,",277900.jpg,jewe1s
D:\leo\dataset_teste\robisto\chictopia\themoptop\2817.jpg,train,bohemian,EXPRESSIVE,"navy,tuxedo,free people dress,black,velvet,free people skirt,",2817.jpg,themoptop
D:\leo\dataset_teste\robisto\chictopia\camren103\159274.jpg,train,bohemian,EXPRESSIVE,"salmon,free people dress,",159274.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\beadonna\113331.jpg,train,chic,CHIC_ROMANTIC,"burberry shoes,cost hart jeans,ikks jacket,eddie bauer bag,spnx blouse,gucci belt,",113331.jpg,beadonna
D:\leo\dataset_teste\robisto\chictopia\laurenparker\257767.jpg,train,urban,TRENDY_ECLECTIC,"mustard,leopard print,shirt,blue,silk,pants,black wedges,",257767.jpg,laurenparker
D:\leo\dataset_teste\robisto\chictopia\LipstickLesbian\111378.jpg,train,eclectic,TRENDY_ECLECTIC,"mint pastel green,bb&b jacket,orange,fleq bag,snake print animal,ax paris pants,",111378.jpg,LipstickLesbian
D:\leo\dataset_teste\robisto\chictopia\arvidfeeney558\142842.jpg,train,classic,CASUAL_BASICO,"white,h&m shirt,black,hyphen the label top,black,raoul pants,",142842.jpg,arvidfeeney558
D:\leo\dataset_teste\robisto\chictopia\9512\94049.jpg,train,basic,CASUAL_BASICO,"blue,h&m accessories,",94049.jpg,9512
D:\leo\dataset_teste\robisto\chictopia\FashionSheSays\4728.jpg,train,bohemian,EXPRESSIVE,"beige,applique,t-shirt,red,silk,rebecca taylor skirt,beige,bakelite,vintage bracelet,gold,filigree,v",4728.jpg,FashionSheSays
D:\leo\dataset_teste\robisto\chictopia\Jazza\224971.jpg,train,romantic,CHIC_ROMANTIC,"blue,corduroy,american apparel shorts,brown,wedges,asos shoes,pink,vertical ruffle,primark top,brown",224971.jpg,Jazza
D:\leo\dataset_teste\robisto\chictopia\ninaonthemoon\127190.jpg,train,urban,TRENDY_ECLECTIC,"black,zara boots,mustard,thrifted vintage dress,cream,canadian coat,black,jockey stockings,",127190.jpg,ninaonthemoon
D:\leo\dataset_teste\robisto\chictopia\AnaTiganasu\42314.jpg,train,urban,TRENDY_ECLECTIC,"black,trench coat,asos coat,black,leather,intimissimi leggings,white,similar,bershka sweatshirt,turq",42314.jpg,AnaTiganasu
D:\leo\dataset_teste\robisto\chictopia\lydia\97064.jpg,train,chic,CHIC_ROMANTIC,"red,thrifted,converse shoes,",97064.jpg,lydia
D:\leo\dataset_teste\robisto\chictopia\D_K_S\110112.jpg,train,elegant,CHIC_ROMANTIC,"zara dress,ysl heels,",110112.jpg,D_K_S
D:\leo\dataset_teste\robisto\chictopia\vintage86\285562.jpg,train,elegant,CHIC_ROMANTIC,"topshop blazer,topman shirt,primark scarf,topshop bag,zara panties,moony mood flats,",285562.jpg,vintage86
D:\leo\dataset_teste\robisto\chictopia\galmeetsglam\104789.jpg,train,classic,CASUAL_BASICO,"free people hat,j.crew shorts,ray ban sunglasses,forever 21 vest,michael kors watch,jessica simpson",104789.jpg,galmeetsglam
D:\leo\dataset_teste\robisto\chictopia\fashionbells\4764.jpg,train,casual,CASUAL_BASICO,"black,alexander wang bag,",4764.jpg,fashionbells
D:\leo\dataset_teste\robisto\chictopia\Incoloreddreams\119942.jpg,train,bohemian,EXPRESSIVE,"nude,animal print,thrifted blouse,black,hi low,nasty gal skirt,red,lace up,thrifted loafers,",119942.jpg,Incoloreddreams
D:\leo\dataset_teste\robisto\chictopia\Asiah\231614.jpg,train,trendy,TRENDY_ECLECTIC,"h&m dress,5.7.9. necklace,tjmaxx leggings,shoeland shoes,forever 21 glasses,",231614.jpg,Asiah
D:\leo\dataset_teste\robisto\chictopia\bonjourgazel\38408.jpg,train,bohemian,EXPRESSIVE,"green,satchel,dooney and bourke bag,dark brown,woven belt,thrifted belt,light brown,feather print,jc",38408.jpg,bonjourgazel
D:\leo\dataset_teste\robisto\chictopia\KileenCheng\114662.jpg,train,casual,CASUAL_BASICO,"gold,winged out sleeves,agaci dress,white,ruffles,bakers shoes,",114662.jpg,KileenCheng
D:\leo\dataset_teste\robisto\chictopia\aglassjar\81916.jpg,train,basic,CASUAL_BASICO,"dieppa restrepo shoes,vintage shirt,vintage shorts,",81916.jpg,aglassjar
D:\leo\dataset_teste\robisto\chictopia\MartinaChiella\254965.jpg,train,casual,CASUAL_BASICO,"silver,bershka dress,",254965.jpg,MartinaChiella
D:\leo\dataset_teste\robisto\chictopia\camren103\149029.jpg,train,bohemian,EXPRESSIVE,"blue,acid wash,tj maxx jeans,black,fringed,h&m bag,navy,fringe,tj maxx cape,silver,coin,forever 21 n",149029.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\nicolecali\89909.jpg,train,comfortable,CASUAL_BASICO,"black,vintage boots,blue,express jeans,black,american apparel t-shirt,",89909.jpg,nicolecali
D:\leo\dataset_teste\robisto\chictopia\VickyViolet\189425.jpg,train,bohemian,EXPRESSIVE,"maroon,suede ankle,zara boots,brown,vintage bag,silver,blue pendant,h&m necklace,white,gauzey,river",189425.jpg,VickyViolet
D:\leo\dataset_teste\robisto\chictopia\elora\7535.jpg,train,romantic,CHIC_ROMANTIC,"tan,chiffon,american apparel dress,black,vintage belt,black,marc by marc jacobs sandals,",7535.jpg,elora
D:\leo\dataset_teste\robisto\chictopia\Donata\103381.jpg,train,eclectic,TRENDY_ECLECTIC,"pink,silk,h & m blouse,beige,crocheted,rose boutique greenhills vest,silver,jeggings acid wash,topsh",103381.jpg,Donata
D:\leo\dataset_teste\robisto\chictopia\disturbed_style\60091.jpg,train,rocker,EXPRESSIVE,"black,zara jacket,",60091.jpg,disturbed_style
D:\leo\dataset_teste\robisto\chictopia\Becksy\115263.jpg,train,casual,CASUAL_BASICO,"burnt orange,aldo shoes,navy,per una jeans,black,all saints jacket,blue,striped,urban outfitters swe",115263.jpg,Becksy
D:\leo\dataset_teste\robisto\chictopia\brittany\236204.jpg,train,classic,CASUAL_BASICO,"marc by marc jacobs bag,",236204.jpg,brittany
D:\leo\dataset_teste\robisto\chictopia\deathbyplatforms\7330.jpg,train,chic,CHIC_ROMANTIC,"ivory,tango dress,beige,das wedges,carrot orange,clutch,cole vintage accessories,",7330.jpg,deathbyplatforms
D:\leo\dataset_teste\robisto\chictopia\thejoyoffashion\278168.jpg,train,elegant,CHIC_ROMANTIC,"black,sexy dress,zara dress,black,black and silver heels,zara heels,",278168.jpg,thejoyoffashion
D:\leo\dataset_teste\robisto\chictopia\fitfabfun\11010.jpg,train,casual,CASUAL_BASICO,"choies t-shirt,",11010.jpg,fitfabfun
D:\leo\dataset_teste\robisto\chictopia\TheBlackFeather\116007.jpg,train,rocker,EXPRESSIVE,"black,cut out boots,sacha boots,black,beanie,asos hat,black,shorts,levi/s shorts,black,fringe top,to",116007.jpg,TheBlackFeather
D:\leo\dataset_teste\robisto\chictopia\thevintagesociety\150160.jpg,train,eclectic,TRENDY_ECLECTIC,"black,nordstrom via stylefind.com bag,black,vintage top,blue,vintage skirt,black,steve madden sandal",150160.jpg,thevintagesociety
D:\leo\dataset_teste\robisto\chictopia\szanemdulid\240090.jpg,train,elegant,CHIC_ROMANTIC,"gold,accessories,red,skirt,",240090.jpg,szanemdulid
D:\leo\dataset_teste\robisto\chictopia\LeahLiddell\6366.jpg,train,eclectic,TRENDY_ECLECTIC,"olive green,velvet lita,jeffrey campbell boots,silver,lace dress,rue21 dress,charcoal gray,simply ve",6366.jpg,LeahLiddell
D:\leo\dataset_teste\robisto\chictopia\candycane\197004.jpg,train,urban,TRENDY_ECLECTIC,,197004.jpg,candycane
D:\leo\dataset_teste\robisto\chictopia\TGH\294166.jpg,train,basic,CASUAL_BASICO,"cortefiel dress,ray ban sunglasses,",294166.jpg,TGH
D:\leo\dataset_teste\robisto\chictopia\lauraroganxo\61414.jpg,train,urban,TRENDY_ECLECTIC,"zara bag,house of holland jumper,river island skirt,ebay necklace,heelberry.com wedges,",61414.jpg,lauraroganxo
D:\leo\dataset_teste\robisto\chictopia\albina694\126136.jpg,train,bohemian,EXPRESSIVE,"white,chicwish shorts,red,larmoni top,",126136.jpg,albina694
D:\leo\dataset_teste\robisto\chictopia\SkyscrapingStyle\61654.jpg,train,romantic,CHIC_ROMANTIC,"gray,dorothy perkins dress,beige,primark shoes,",61654.jpg,SkyscrapingStyle
D:\leo\dataset_teste\robisto\chictopia\KristaniA\96384.jpg,train,urban,TRENDY_ECLECTIC,,96384.jpg,KristaniA
D:\leo\dataset_teste\robisto\chictopia\ClothesHorse\144816.jpg,train,eclectic,TRENDY_ECLECTIC,"beige,moto,urban outfitters jacket,black,cardigan,h&m sweater,black,plaid, shirtdress,urban outfitte",144816.jpg,ClothesHorse
D:\leo\dataset_teste\robisto\chictopia\mahayanna\41185.jpg,train,trendy,TRENDY_ECLECTIC,"black,stylemeceleb jacket,",41185.jpg,mahayanna
D:\leo\dataset_teste\robisto\chictopia\ManonaChe\63794.jpg,train,elegant,CHIC_ROMANTIC,"white,incity shirt,cream,furla bag,white,mango pants,",63794.jpg,ManonaChe
D:\leo\dataset_teste\robisto\chictopia\camren103\157729.jpg,train,comfortable,CASUAL_BASICO,"black,mixmoss coat,black,mixmoss pants,navy,cotton top,mixmoss top,",157729.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\ChicParadise\104568.jpg,train,casual,CASUAL_BASICO,"black,prada bag,",104568.jpg,ChicParadise
D:\leo\dataset_teste\robisto\chictopia\famoody\203217.jpg,train,comfortable,CASUAL_BASICO,"white,h&m blazer,hot pink,ebay bag,black,h&m jumper,black,h&m wedges,",203217.jpg,famoody
D:\leo\dataset_teste\robisto\chictopia\mariehamm\111280.jpg,train,classic,CASUAL_BASICO,"carven dress,",111280.jpg,mariehamm
D:\leo\dataset_teste\robisto\chictopia\Adrian_Cano\78791.jpg,train,elegant,CHIC_ROMANTIC,"black blazer,white accessories,",78791.jpg,Adrian_Cano
D:\leo\dataset_teste\robisto\chictopia\lydeeloo\26625.jpg,train,casual,CASUAL_BASICO,"gold,diy rhinestone,boots,black,h&m purse,sky blue,diy,thrfited shorts,gold,thrifted necklace,black,",26625.jpg,lydeeloo
D:\leo\dataset_teste\robisto\chictopia\junebabie\144228.jpg,train,classic,CASUAL_BASICO,"black,american apparel tights,yellow,forever21 belt,bubble gum,floral print,thrifted skirt,hot pink,",144228.jpg,junebabie
D:\leo\dataset_teste\robisto\chictopia\FadelaMecheri\221929.jpg,train,rocker,EXPRESSIVE,"chloe boots,zara jeans,leather,la canadienne jacket,marc by marc jacobs bag,zara t-shirt,",221929.jpg,FadelaMecheri
D:\leo\dataset_teste\robisto\chictopia\lechateaudesfleurs\6196.jpg,train,basic,CASUAL_BASICO,"espadrilles,montego bay club shoes,blue,jean,thrifted vintage shirt,cream,graphic,abercrombie and fi",6196.jpg,lechateaudesfleurs
D:\leo\dataset_teste\robisto\chictopia\HallieDaily\9570.jpg,train,chic,CHIC_ROMANTIC,"madewell sweater,",9570.jpg,HallieDaily
D:\leo\dataset_teste\robisto\chictopia\kokoluxe\23197.jpg,train,elegant,CHIC_ROMANTIC,"black,jeffrey campbell boots,red,wrap,club couture dress,",23197.jpg,kokoluxe
D:\leo\dataset_teste\robisto\chictopia\KTR\40926.jpg,train,trendy,TRENDY_ECLECTIC,"lace pink neon,asos dress,pearls,forever21 necklace,slingback,giuseppe zanotti heels,",40926.jpg,KTR
D:\leo\dataset_teste\robisto\chictopia\WHatVeroWears\23560.jpg,train,eclectic,TRENDY_ECLECTIC,"hussein chalayan jacket,river island scarf,h&m bag,h&m pants,topshop wedges,",23560.jpg,WHatVeroWears
D:\leo\dataset_teste\robisto\chictopia\mediamarmalade\170769.jpg,train,chic,CHIC_ROMANTIC,"kiki,virgos lounge skirt,tan,kg heels,",170769.jpg,mediamarmalade
D:\leo\dataset_teste\robisto\chictopia\aosakana\71406.jpg,train,classic,CASUAL_BASICO,"one-button tweed,magjay jacket,",71406.jpg,aosakana
D:\leo\dataset_teste\robisto\chictopia\breezyandbrazen\94895.jpg,train,trendy,TRENDY_ECLECTIC,"black,sheer,charlotte russe top,beige,thrifted skirt,black,forever 21 belt,black,open-toe,wet seal s",94895.jpg,breezyandbrazen
D:\leo\dataset_teste\robisto\chictopia\choineczkaa\111410.jpg,train,trendy,TRENDY_ECLECTIC,"tk maxx boots,fur,sh jacket,stocking,my own leggings,camouflage,sh shirt,",111410.jpg,choineczkaa
D:\leo\dataset_teste\robisto\chictopia\NaomiDee\238479.jpg,train,casual,CASUAL_BASICO,"brown,vintage bag,beige,topshop cardigan,white,primark dress,",238479.jpg,NaomiDee
D:\leo\dataset_teste\robisto\chictopia\thecapriciousclub\279816.jpg,train,eclectic,TRENDY_ECLECTIC,"beige,simone/s closet dress,black,topshop tights,black,parisian shoes,red,vintage purse,beige,bunny",279816.jpg,thecapriciousclub
D:\leo\dataset_teste\robisto\chictopia\thejoyoffashion\278426.jpg,train,casual,CASUAL_BASICO,"orange,capri top,white,solitaire skirt,brown,forever 21 belt,brown,montego bay club shoes,brown purs",278426.jpg,thejoyoffashion
D:\leo\dataset_teste\robisto\chictopia\BERTHANATASHA\120578.jpg,train,chic,CHIC_ROMANTIC,"red,bowler,unknown brand hat,charcoal gray,stockings,unknown brand tights,red,sling,unknown brand ba",120578.jpg,BERTHANATASHA
D:\leo\dataset_teste\robisto\chictopia\inspirafashion\4547.jpg,train,romantic,CHIC_ROMANTIC,"blue,jean high waisted,american apparel shorts,tawny,zara heels,pink,floral,sheinside blouse,tan,leo",4547.jpg,inspirafashion
D:\leo\dataset_teste\robisto\chictopia\Friidam\277400.jpg,train,casual,CASUAL_BASICO,"h&m dress,",277400.jpg,Friidam
D:\leo\dataset_teste\robisto\chictopia\theflightoffancy\229226.jpg,train,eclectic,TRENDY_ECLECTIC,"black,wet seal boots,purple,unknown dress,red,old navy cardigan,",229226.jpg,theflightoffancy
D:\leo\dataset_teste\robisto\chictopia\SimplyHope\240477.jpg,train,casual,CASUAL_BASICO,"target leggings,f21 shorts,f21 top,ann taylor necklace,",240477.jpg,SimplyHope
D:\leo\dataset_teste\robisto\chictopia\IamDanica\111712.jpg,train,basic,CASUAL_BASICO,"penshoppe top,",111712.jpg,IamDanica
D:\leo\dataset_teste\robisto\chictopia\SandraBendre\22803.jpg,train,urban,TRENDY_ECLECTIC,"romwe.com jacket,",22803.jpg,SandraBendre
D:\leo\dataset_teste\robisto\chictopia\catiebeatty\79042.jpg,train,comfortable,CASUAL_BASICO,"red,cashmere,j.crew hat,sky blue,vintage,wrangler blouse,peach,jersey,j.crew cardigan,beige,new look",79042.jpg,catiebeatty
D:\leo\dataset_teste\robisto\chictopia\abbylove81\182156.jpg,train,urban,TRENDY_ECLECTIC,"tawny,boyfriend blazer,zara blazer,black,shoppers bag,zara bag,white,layers floral shorts,zara short",182156.jpg,abbylove81
D:\leo\dataset_teste\robisto\chictopia\amelie240\15614.jpg,train,elegant,CHIC_ROMANTIC,"black,romwe top,",15614.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\cindiddy\230937.jpg,train,casual,CASUAL_BASICO,"olive green,windbreaker,puma x mihara jacket,black,leather clutch,proenza schouler bag,army green,to",230937.jpg,cindiddy
D:\leo\dataset_teste\robisto\chictopia\Geanina\151351.jpg,train,chic,CHIC_ROMANTIC,"heather gray,calzedonia sweater,black,zara leggings,accessorize bracelet,",151351.jpg,Geanina
D:\leo\dataset_teste\robisto\chictopia\MadameDeRosa\132592.jpg,train,elegant,CHIC_ROMANTIC,"h&m shirt,zara belt,h&m skirt,papaya accessories,left and rigth shoes,",132592.jpg,MadameDeRosa
D:\leo\dataset_teste\robisto\chictopia\Yan\132394.jpg,train,trendy,TRENDY_ECLECTIC,"gray,net,topshop sweater,gray,zipper,skirt,silver,h&m bracelet,black,united colors of benneton purse",132394.jpg,Yan
D:\leo\dataset_teste\robisto\chictopia\trophyboutique\134411.jpg,train,basic,CASUAL_BASICO,"madewell cardigan,jeffrey campbell sandals,",134411.jpg,trophyboutique
D:\leo\dataset_teste\robisto\chictopia\monicabarleycorn\46739.jpg,train,rocker,EXPRESSIVE,"h&m hat,ebay skirt,ebay bra,",46739.jpg,monicabarleycorn
D:\leo\dataset_teste\robisto\chictopia\winkydesigns\181281.jpg,train,trendy,TRENDY_ECLECTIC,"precious stone bracelet watch,winky designs watch,",181281.jpg,winkydesigns
D:\leo\dataset_teste\robisto\chictopia\dustyrosevintage\226175.jpg,train,trendy,TRENDY_ECLECTIC,"60s sheer ruffles,vintage blouse,",226175.jpg,dustyrosevintage
D:\leo\dataset_teste\robisto\chictopia\memoriesineyes\15212.jpg,train,eclectic,TRENDY_ECLECTIC,"blue dress,black,lace wedges,shoes,",15212.jpg,memoriesineyes
D:\leo\dataset_teste\robisto\chictopia\AnastasiaShev\67936.jpg,train,trendy,TRENDY_ECLECTIC,"black,h&m boots,crimson,h&m hat,crimson,zara bag,dark gray,sandro cape,crimson,zalando pants,",67936.jpg,AnastasiaShev
D:\leo\dataset_teste\robisto\chictopia\chris_novia\75194.jpg,train,basic,CASUAL_BASICO,"black hat,white,gaudi shirt,black,sling bag,aldo bag,white,gaudi shorts,white,sandals,sandals,",75194.jpg,chris_novia
D:\leo\dataset_teste\robisto\chictopia\MichaelaMerkley\230615.jpg,train,eclectic,TRENDY_ECLECTIC,"camel,urban behavior jacket,maroon,joe fresh style stockings,teal,zara blouse,tan,spring heels,",230615.jpg,MichaelaMerkley
D:\leo\dataset_teste\robisto\chictopia\Sarah_Colee\208255.jpg,train,rocker,EXPRESSIVE,"black,h&m hat,blue,thrifted shirt,light blue,matalan shorts,black,vintage top,navy,topshop flats,",208255.jpg,Sarah_Colee
D:\leo\dataset_teste\robisto\chictopia\airlinenut\200656.jpg,train,chic,CHIC_ROMANTIC,"blue,maxi skirt,gap skirt,",200656.jpg,airlinenut
D:\leo\dataset_teste\robisto\chictopia\AlisonAJFoletta\7548.jpg,train,urban,TRENDY_ECLECTIC,"faux fur,le chateau vest,gray,sweatshirt,forever 21,black,skinny,ardene jeans,buckled, ankle,aldo bo",7548.jpg,AlisonAJFoletta
D:\leo\dataset_teste\robisto\chictopia\estherfromthesticks\68796.jpg,train,romantic,CHIC_ROMANTIC,"cream eyelet lace,estherfromthesticks dress,",68796.jpg,estherfromthesticks
D:\leo\dataset_teste\robisto\chictopia\patriciaprieto\90092.jpg,train,trendy,TRENDY_ECLECTIC,"heather gray,forever 21 sweater,red,rouched bandage skirt,forever 21,black,suded booties,forever 21,",90092.jpg,patriciaprieto
D:\leo\dataset_teste\robisto\chictopia\Alex_Elizabeth\148768.jpg,train,elegant,CHIC_ROMANTIC,"gray,mossimo coat,black,belle fare scarf,black,h&m dress,red,hue stockings,",148768.jpg,Alex_Elizabeth
D:\leo\dataset_teste\robisto\chictopia\FashionZen\11479.jpg,train,casual,CASUAL_BASICO,"h&m blazer,vintage hat,gina tricot socks,sonia rykiel h&m shoes,",11479.jpg,FashionZen
D:\leo\dataset_teste\robisto\chictopia\annbethclark\110841.jpg,train,classic,CASUAL_BASICO,"light pink,car print prada inspired,new look dress,dark green,boyfriend oversized,vintage coat,black",110841.jpg,annbethclark
D:\leo\dataset_teste\robisto\chictopia\GoldenGirls\94744.jpg,train,classic,CASUAL_BASICO,"lilly pulitzer dress,bcbgeneration hat,betsey johnson belt,steve madden heels,",94744.jpg,GoldenGirls
D:\leo\dataset_teste\robisto\chictopia\amelie240\12466.jpg,train,classic,CASUAL_BASICO,"red,chanel bag,",12466.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\chesterfield\107698.jpg,train,comfortable,CASUAL_BASICO,"old navy dress,winners jacket,thrifted socks,thrifted belt,",107698.jpg,chesterfield
D:\leo\dataset_teste\robisto\chictopia\MrBuruxu\118244.jpg,train,basic,CASUAL_BASICO,"white,london,london t-shirt,black,vintage,vintage belt,gray,london,london jeans,black,old,energie bo",118244.jpg,MrBuruxu
D:\leo\dataset_teste\robisto\chictopia\BadTasteToast\52895.jpg,train,rocker,EXPRESSIVE,"red,checkered,h&m blouse,black t-shirt,black jacket,black,corduroy,h&m skirt,black,boots,gray,totoro",52895.jpg,BadTasteToast
D:\leo\dataset_teste\robisto\chictopia\stylesound\202714.jpg,train,eclectic,TRENDY_ECLECTIC,"blue,anthropologie dress,brown,michael kors wedges,",202714.jpg,stylesound
D:\leo\dataset_teste\robisto\chictopia\DespiteColor\80808.jpg,train,eclectic,TRENDY_ECLECTIC,"bearpaw boots,match sweater,alexander wang bag,alexander wang skirt,",80808.jpg,DespiteColor
D:\leo\dataset_teste\robisto\chictopia\camren103\157660.jpg,train,basic,CASUAL_BASICO,"oasap dress,quilted,choies jacket,romwe bag,tan loafers,clarks flats,",157660.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\minou_t\106608.jpg,train,bohemian,EXPRESSIVE,"black,forever 21 top,",106608.jpg,minou_t
D:\leo\dataset_teste\robisto\chictopia\glanvillebaby\217510.jpg,train,comfortable,CASUAL_BASICO,"green,$699,thrift dress,brown heels,",217510.jpg,glanvillebaby
D:\leo\dataset_teste\robisto\chictopia\fattygirl218\132779.jpg,train,romantic,CHIC_ROMANTIC,"fuzzy sweater,wet seal sweater,urban outfitters skirt,",132779.jpg,fattygirl218
D:\leo\dataset_teste\robisto\chictopia\SamFashionEditor\213339.jpg,train,chic,CHIC_ROMANTIC,"beige,allsaints dress,black,topshop boots,black,henry holland tights,",213339.jpg,SamFashionEditor
D:\leo\dataset_teste\robisto\chictopia\Badman\87085.jpg,train,chic,CHIC_ROMANTIC,"sunday brunch dress,",87085.jpg,Badman
D:\leo\dataset_teste\robisto\chictopia\PrincessPink\258732.jpg,train,chic,CHIC_ROMANTIC,"purple,lita glitter,jeffrey campbell boots,purple,kenji dress,purple,motorcycle bag,navy,arty,ysl ri",258732.jpg,PrincessPink
D:\leo\dataset_teste\robisto\chictopia\Benegeserit\70623.jpg,train,casual,CASUAL_BASICO,"white bag,ivory,florish pattern,shorts,white,ice cream,blouse,light purple blouse,white sandals,",70623.jpg,Benegeserit
D:\leo\dataset_teste\robisto\chictopia\SakuKira\139349.jpg,train,rocker,EXPRESSIVE,"black,creepers,t.u.k. shoes,black,levi/s jeans,black,gate hat,yellow,new yorker sweater,black,cross,",139349.jpg,SakuKira
D:\leo\dataset_teste\robisto\chictopia\MelissaFFF\234027.jpg,train,classic,CASUAL_BASICO,"colorblock,jcpenny skirt,",234027.jpg,MelissaFFF
D:\leo\dataset_teste\robisto\chictopia\shecity\122661.jpg,train,casual,CASUAL_BASICO,,122661.jpg,shecity
D:\leo\dataset_teste\robisto\chictopia\Badman\84299.jpg,train,elegant,CHIC_ROMANTIC,"nude,ankle strap,steve madden shoes,black,michael kors watch,",84299.jpg,Badman
D:\leo\dataset_teste\robisto\chictopia\Blogdale\67541.jpg,train,classic,CASUAL_BASICO,"ruby red shirt,black bag,white pants,",67541.jpg,Blogdale
D:\leo\dataset_teste\robisto\chictopia\mayitapink\141979.jpg,train,basic,CASUAL_BASICO,"silver coat,",141979.jpg,mayitapink
D:\leo\dataset_teste\robisto\chictopia\ashleytreece\130803.jpg,train,rocker,EXPRESSIVE,"black,jeffrey campbell boots,gold,metallic,bcbg shorts,white,embellished,bcbg blouse,",130803.jpg,ashleytreece
D:\leo\dataset_teste\robisto\chictopia\2daysleft\279346.jpg,train,elegant,CHIC_ROMANTIC,"pink,oscar de la renta dress,black,oscar de la renta belt,",279346.jpg,2daysleft
D:\leo\dataset_teste\robisto\chictopia\synthetic_audio\172522.jpg,train,urban,TRENDY_ECLECTIC,"brick red,boyfriend,vero moda pants,black,newlook top,red,fur,yes or no top,black,high top,nike snea",172522.jpg,synthetic_audio
D:\leo\dataset_teste\robisto\chictopia\ChloeLorena\129.jpg,train,comfortable,CASUAL_BASICO,"deep purple,doc martens boots,light blue,bengal stripes,unknown shirt,heather gray,unknown socks,bla",129.jpg,ChloeLorena
